wo,coord_focal,cliente,plataforma,proposta_comercial,id_ticket_req,po_contrato,draft_codigo,data_draft,doc,num_doc,data_doc,escopo,faturado_por,exterior_com_iss,vl_bruto,cofins_3,csll_1,inss_11,irpj_15,pis_065,iss_retido,total_retido,vl_liquido,cofins_76,csll_288,icms_20,irpj_48,pis_165,iss_pagar,total_a_pagar,vencimento,status,data_envio_cliente,obs,data_pgto,data_inicio,data_fim,focal,prev_fat,prev_pag
3304,GR,Transocean,Orion,Contrato,Linha 8,PO 20100003268_0,5142,2025-10-31,FAT. LOC.,893,2025-11-05,LOCAÇÃO,Macae,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-12-05,PAGO,2025-11-05,,2025-12-05,2025-10-01,2025-10-31,DT,2025-11-05,2026-04-06
3305,GR,Transocean,Aquila,Contrato,Linha 1,PO_22700005099_0,5143,2025-10-31,NFSe,1435,2025-11-10,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-12-10,PAGO,2025-11-04,,2025-12-12,2025-10-01,2025-10-31,DT,2025-11-10,2026-04-06
3305,GR,Transocean,Aquila,Contrato,Linha 2,PO_22700005099_0,5143,2025-10-31,FAT. LOC.,899,2025-11-10,LOCAÇÃO,Macae,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-12-10,PAGO,2025-11-04,,2025-12-12,2025-10-01,2025-10-31,DT,2025-11-10,2026-04-06
3290,AS,Constellation,Amaralina Star,QT- 3380 Rev.2,,SPC000025317,5147,2025-11-03,NFSe,1424,2025-11-05,SERVIÇO,Macaé,0,163773.05,4913.19,1637.73,,2456.60,1064.52,,10072.04,153701.01,7533.56,3078.93,,5404.51,1637.73,8188.65,25843.39,2025-12-20,PAGO,2025-11-04,previa ok,2025-12-17,2025-10-01,2025-10-31,DT,2025-11-05,2026-04-20
3295,AJ,Foresea,Norbe VI,,ID 63577,PO1366049,5148,2025-11-03,NFSe,1429,2025-11-06,SERVIÇO,Macaé,0,173780.72,5213.42,1737.81,,2606.71,1129.57,,10687.51,163093.21,7993.91,3267.08,,5734.76,1737.81,8689.04,27422.60,2025-12-06,PAGO,2025-11-04,Prévia ok,2025-12-15,2025-10-01,2025-10-31,VC,2025-11-06,2026-05-04
3296,AJ,Foresea,Norbe IX,,ID 63789,PO1368100,5149,2025-11-03,NFSe,1446,2025-11-13,SERVIÇO,Macaé,0,173780.72,5213.42,1737.81,,2606.71,1129.57,,10687.51,163093.21,,3267.08,,5734.76,1737.81,8689.04,65358.68,2025-12-13,PAGO,2025-11-07,Prévia ok,2025-12-15,2025-10-01,2025-10-31,VC,2025-11-13,2026-05-04
3297,AJ,Foresea,ODN I,,ID 63557,PO1365980,5150,2025-11-03,NFSe,1431,2025-11-06,SERVIÇO,Macaé,0,173780.72,5213.42,1737.81,,2606.71,1129.57,,10687.51,163093.21,7993.91,3267.08,,5734.76,1737.81,8689.04,27422.60,2025-12-06,PAGO,2025-11-03,Prévia ok,2025-12-15,2025-10-01,2025-10-31,VC,2025-11-06,2026-05-04
3299,AS,Ventura,Carolina,QT- 3610 Rev.1,#2977,PO 25001746,5151,2025-11-03,NFSe,1430,2025-11-06,SERVIÇO,Macaé,0,162420.00,4872.60,1624.20,,2436.30,1055.73,3248.40,13237.23,149182.77,7471.32,3053.50,,5359.86,1624.20,4872.60,22381.48,2025-12-06,PAGO,2025-11-03,previa ok,2025-12-08,2025-10-01,2025-10-31,DT,2025-11-06,2026-04-06
3228,AJ,Foresea,Norbe IX,QT-4525 Rev.0,ID 64745,PO 1371141,5086,2025-09-30,FAT. LOC.,929,2025-12-01,LOCAÇÃO,Macae,0,14382.15,,,,,,,,14382.15,1093.04,414.21,,690.34,237.31,,2434.90,2025-12-31,PAGO,2025-11-26,previa ok,2026-01-07,2025-09-10,2025-09-24,VC,2025-12-01,2026-05-04
3437,AS,Ventura,Victoria,QT-4751 Rev.2,#2985,25001579 OJ,5157,2025-11-03,NFSe,1441,2025-11-12,SERVIÇO,Macaé,0,39520.00,1185.60,395.20,,592.80,256.88,790.40,3220.88,36299.12,1817.92,742.98,,1304.16,395.20,1185.60,5445.86,2025-12-12,PAGO,2025-11-04,PROJETO ENGENHARIA -previa ok,2025-12-12,2025-10-01,2025-10-31,DT,2025-11-12,2026-04-06
3228,AJ,Foresea,Norbe IX,QT-4525 Rev.0,ID 64744,PO 1371141,5086,2025-09-30,NFSe,1491,2025-12-02,SERVIÇO,Macaé,0,85991.36,2579.74,859.91,,1289.87,558.94,,5288.47,80702.89,3955.60,1616.64,,2837.71,859.91,4299.57,13569.44,2026-01-01,PAGO,2025-11-26,previa ok,2026-01-07,2025-09-10,2025-09-24,VC,2025-12-02,2026-05-04
3228,AJ,Foresea,Norbe IX,QT-4525 Rev.0,ID 64748,PO 1371141,5197,2025-10-28,FAT. LOC.,930,2025-12-01,LOCAÇÃO,Macae,0,15340.96,,,,,,,,15340.96,1165.91,441.82,,736.37,253.13,,2597.22,2025-12-31,PAGO,2025-11-26,Prévia ok,2026-01-07,2025-10-23,2025-11-08,VC,2025-12-01,2026-05-04
3228,AJ,Foresea,Norbe IX,QT-4525 Rev.0,ID 64746,PO 1371141,5197,2025-10-28,NFSe,1482,2025-12-01,SERVIÇO,Macaé,0,85991.36,2579.74,859.91,,1289.87,558.94,,5288.47,80702.89,3955.60,1616.64,,2837.71,859.91,4299.57,13569.44,2025-12-31,PAGO,2025-11-26,Prévia ok,2026-01-07,2025-10-23,2025-11-08,VC,2025-12-01,2026-05-04
3445,,Helix,SH2,QT-4912 Rev0,,,5154,2025-11-03,NFSe,,,SERVIÇO,,0,22800.00,684.00,228.00,,342.00,148.20,,1402.20,21397.80,1048.80,428.64,,752.40,228.00,1140.00,3597.84,,Free Of Charge,,PROJETO ENGENHARIA - previa ok,,2025-10-01,2025-10-31,,,
3527,GR,Transocean,Deepwater Corcovado,QT-4964 Rev.0,,,5133,2025-10-16,NFSe,,,SERVIÇO,,0,33000.00,990.00,330.00,,495.00,214.50,,2029.50,30970.50,1518.00,620.40,,1089.00,330.00,1650.00,5207.40,,Cancelado,,"Relatório de Engenharia - conforme solicitado pela aprovadora, estamos cobrando da DI referente ao serviço de piping - WO 3491",,2025-10-01,2025-10-31,DT,2026-03-06,2026-04-06
3526,GR,Transocean,Orion,QT-4964 Rev.0,,,5132,2025-10-16,NFSe,,,SERVIÇO,,0,33000.00,990.00,330.00,,495.00,214.50,,2029.50,30970.50,1518.00,620.40,,1089.00,330.00,1650.00,5207.40,,Cancelado,,"Relatório de Engenharia - conforme solicitado pela aprovadora, estamos cobrando da DI referente ao serviço de piping - WO 3486",,2025-10-01,2025-10-31,DT,2026-03-06,2026-04-06
3411,GR,Transocean,P 10.000,QT-4964 Rev.0,,PO 18900010185_1,,,,,,SERVIÇO,,0,33000.00,,,,,,,,33000.00,,950.40,,,544.50,,,,Cancelado,,"Relatório de Engenharia - conforme solicitado pela aprovadora, estamos cobrando da DI referente ao serviço de piping - WO 3490",,2025-10-01,2025-10-31,DT,2026-03-06,2026-04-06
3529,GR,Transocean,Aquila,,,,,,NFSe,,,SERVIÇO,,0,33000.00,990.00,330.00,,495.00,214.50,,2029.50,30970.50,1518.00,620.40,,1089.00,330.00,1650.00,5207.40,,Cancelado,,Relatório de Engenharia - Será cobrado na draft referente a WO 3487 conforme solicitado pelo aprovador Max Tocantins,,2025-10-01,2025-10-31,DT,2026-03-06,2026-04-06
3462,MS,Etesco,Arabia I,QT-4935 Rev2,,PO ARA1-2194-B,5109,2025-10-03,FAT. LOC.,906,2025-11-14,LOCAÇÃO,Macae,0,51310.00,,,,,,,,51310.00,3899.56,1477.73,,2462.88,846.62,,8686.78,2025-12-14,PAGO,2025-10-31,stand by/in transit de material,2025-12-15,2025-10-03,2025-10-30,VC,2025-11-14,2026-04-06
3292,#N/A,Helix,SH1,QT-3970 Rev.4,,713193,5177,2025-10-27,FAT. LOC.,905,2025-11-13,LOCAÇÃO,Macae,0,74869.30,,,,,,,,74869.30,5690.07,2156.24,,3593.73,1235.34,,,2025-12-28,PAGO,,Previa ok,2025-12-17,2025-10-03,2025-11-01,,,
3427,AJ,Foresea,ODNI,QT-4892 Rev0,ID 64701,PO 1370953,5199,2025-10-29,FAT. LOC.,926,2025-12-01,LOCAÇÃO,Macae,0,14262.22,,,,,,,,14262.22,1083.93,410.75,,684.59,235.33,,2414.59,2025-12-31,PAGO,2025-11-24,Prévia ok,2026-01-07,2025-10-26,2025-11-08,VC,2025-12-01,2026-05-04
3564,AS,Constellation,Amaralina Star,QT-5126 Rev 0,,SPC000026655,5103,2025-10-29,NFSe,1406,2025-11-03,SERVIÇO,Macae,0,56852.55,1705.58,568.53,,852.79,369.54,,3496.43,53356.12,2615.22,1068.83,,1876.13,568.53,2842.63,8971.33,2025-12-18,PAGO,2025-10-29,previa ok,2025-12-15,2025-10-03,2025-10-18,DT,2025-11-03,2026-04-20
3427,AJ,Foresea,ODNI,QT-4892 Rev0,ID 64699,PO 1370953,5199,2025-10-29,NFSe,1481,2025-12-01,SERVIÇO,Macaé,0,58725.80,1761.77,587.26,,880.89,381.72,,3611.64,55114.16,2701.39,1104.05,,1937.95,587.26,2936.29,9266.93,2025-12-31,PAGO,2025-11-24,Prévia ok,2026-01-07,2025-10-26,2025-11-08,VC,2025-12-01,2026-05-04
3486,GR,Transocean,Orion,QT-4964 Rev0,"Linhas 9, 10 e 12",PO 20100004090_5,5163,2025-10-21,NFSe,1471,2025-11-19,SERVIÇO,Macaé,0,231045.40,6931.36,2310.45,,3465.68,1501.80,4620.91,18830.20,212215.20,10628.09,4343.65,,7624.50,2310.45,6931.36,31838.06,2025-12-19,PAGO,2025-11-12,Prévia ok,2025-12-26,2025-10-04,2025-10-31,DT,2025-11-19,2026-04-06
3486,GR,Transocean,Orion,QT-4964 Rev0,Linha 11,PO 20100004090_5,5163,2025-10-21,FAT. LOC.,918,2025-11-19,LOCAÇÃO,Macae,0,21448.00,,,,,,,,21448.00,1630.05,617.70,,1029.50,353.89,,3631.15,2025-12-19,PAGO,2025-11-12,Prévia ok,2025-12-26,2025-10-04,2025-10-31,DT,2025-11-19,2026-04-06
3476,GR,Transocean,Deepwater Corcovado,QT-4482 Rev.2,"Linhas 1,2,3,4,6 e 7",PO 18600009144_1,5174,2025-10-22,NFSe,1468,2025-11-19,SERVIÇO,Macaé,0,224872.02,6746.16,2248.72,,3373.08,1461.67,4497.44,18327.07,206544.95,10344.11,4227.59,,7420.78,2248.72,6746.16,30987.36,2025-12-19,PAGO,2025-11-17,"WO 3475, 3476 e 3515 serão realizadas no mesmo embarque e ao acontecer os desmobs, faremos as divisões da diária junto ao analista",2025-12-19,2025-10-04,2025-11-11,DT,2025-11-19,2026-04-06
3476,GR,Transocean,Deepwater Corcovado,QT-4482 Rev.2,Linha 5,PO 18600009144_1,5174,2025-10-22,FAT. LOC.,915,2025-11-19,LOCAÇÃO,Macaé,0,549499.27,,,,,,,,549499.27,41761.94,15825.58,,26375.96,9066.74,,93030.23,2025-12-19,PAGO,2025-11-17,"WO 3475, 3476 e 3515 serão realizadas no mesmo embarque e ao acontecer os desmobs, faremos as divisões da diária junto ao analista",2025-12-19,2025-10-04,2025-11-11,DT,2025-11-19,2026-04-06
3585,GR,Transocean,Deepwater Mykonos,QT-5150 Rev 0,Linha 1,PO 18500008422_1,5180,2025-10-22,NFSe,1455,2025-11-14,SERVIÇO,Macaé,0,63761.73,1912.85,637.62,,956.43,414.45,1275.23,5196.58,58565.15,2933.04,1198.72,,2104.14,637.62,1912.85,8786.37,2025-12-14,PAGO,2025-11-06,desmob mat,2025-12-19,2025-10-04,2025-10-12,DT,2025-11-14,2026-04-06
3585,GR,Transocean,Deepwater Mykonos,QT-5150 Rev 0,Linha 2,PO 18500008422_1,5180,2025-10-22,FAT. LOC.,907,2025-11-14,LOCAÇÃO,Macae,0,78278.52,,,,,,,,78278.52,5949.17,2254.42,,3757.37,1291.60,,13252.55,2025-12-14,PAGO,2025-11-06,desmob mat,2025-12-19,2025-10-04,2025-11-05,DT,2025-11-14,2026-04-06
3566,AS,Constellation,Admarire 511,QT-5116 Rev 0,,SPC000024601_0,5181,2025-10-22,NFSe,1437,2025-11-11,SERVIÇO,Macaé,0,105970.14,3179.10,1059.70,,1589.55,688.81,,6517.16,99452.98,4874.63,1992.24,,3497.01,1059.70,5298.51,16722.09,2025-12-26,PAGO,2025-10-30,Previa ok,2025-12-18,2025-10-04,2025-10-18,DT,2025-11-11,2026-04-20
3566,AS,Constellation,Admarire 511,QT-5116 Rev 0,,SPC000024601_0,5181,2025-10-22,FAT. LOC.,900,2025-11-11,LOCAÇÃO,Macae,0,14095.20,,,,,,,,14095.20,1071.24,405.94,,676.57,232.57,,2386.32,2025-12-26,PAGO,2025-10-30,Previa ok,2025-12-18,2025-10-04,2025-10-18,DT,2025-11-11,2026-04-20
3545,AS,Constellation,Gold Star,QT-5088 Rev.1,,PO_SPC000024758,5158,2025-10-23,NFSe,1423,2025-11-04,SERVIÇO,Macae,0,82195.00,2465.85,821.95,,1232.92,534.27,,5054.99,77140.01,3780.97,1545.27,,2712.44,821.95,4109.75,12970.37,2025-12-19,PAGO,2025-10-27,Previa ok,2025-12-17,2025-10-05,2025-10-19,DT,2025-11-04,2026-04-20
3545,AS,Constellation,Gold Star,QT-5088 Rev.1,,SPC000029638,5158,2025-10-23,FAT. LOC.,891,2025-11-05,LOCAÇÃO,Macae,0,16660.00,,,,,,,,16660.00,1266.16,479.81,,799.68,274.89,,2820.54,2025-12-20,PAGO,2025-10-27,Previa ok,2025-12-17,2025-10-05,2025-10-19,DT,2025-11-05,2026-04-20
3031,AJ,Foresea,ODN I,QT-4120 Rev.1,ID 64698,PO1370954,5202,2025-10-30,FAT. LOC.,925,2025-12-01,LOCAÇÃO,Macae,0,1258.46,,,,,,,,1258.46,95.64,36.24,,60.41,20.76,,213.06,2025-12-31,PAGO,2025-11-24,Prévia ok,2026-01-07,2025-10-26,2025-11-08,VC,2025-12-01,2026-05-04
3031,AJ,Foresea,ODN I,QT-4120 Rev.1,ID 64697,PO1370954,5202,2025-10-30,NFSe,1480,2025-12-01,SERVIÇO,Macaé,0,31460.24,943.81,314.60,,471.90,204.49,,1934.80,29525.44,1447.17,591.45,,1038.19,314.60,1573.01,4964.43,2025-12-31,PAGO,2025-11-24,Prévia ok,2026-01-07,2025-10-26,2025-11-08,VC,2025-12-01,2026-05-04
3588,VR,Oceaneering,Base,QT-5177 Rev 1,,BUMBL-61114,5176,2025-10-22,NFSe,3914,2025-11-13,SERVIÇO,Rio,0,10455.62,313.67,104.56,,156.83,67.96,,643.02,9812.60,480.96,196.57,,345.04,104.56,522.78,1649.90,2025-12-28,PAGO,2025-10-30,Previa ok,2025-12-17,2025-10-06,2025-10-07,DT,2025-11-13,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,5178,2025-10-22,NFSe,1457,2025-11-14,SERVIÇO,Macaé,0,204451.97,6133.56,2044.52,22489.72,3066.78,1328.94,4089.04,39152.55,165299.42,9404.79,3843.70,,6746.92,2044.52,6133.56,28173.48,2025-12-17,PAGO,2025-11-06,PREVIA OK- time vai subir 12 vai completar a 15ª ficando 7 dias,2025-12-17,2025-10-06,2025-11-08,VC,2025-11-14,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,5178,2025-10-22,FAT. LOC.,909,2025-11-14,LOCAÇÃO,Macaé,0,89443.50,,,,,,,,89443.50,6797.71,2575.97,,4293.29,1475.82,,15142.78,2025-12-17,PAGO,2025-11-06,time vai subir 12 vai completar a 15ª ficando 7 dias,2025-12-17,2025-10-06,2025-11-08,VC,2025-11-14,2026-04-06
3810,MS,Etesco,Takatsugu J,QT-3701 Rev3,,FIXO,5417,2026-01-14,FAT. LOC.,1018,2026-02-02,LOCAÇÃO,Macae,0,37590.24,,,,,,,,37590.24,,,,,,,,2026-03-04,Aguardando Pagamento,2026-01-27,Previa ok,,2026-01-11,2026-01-25,,2026-02-02,2026-03-04
3598,AS,Constellation,Amaralina Star,QT-5176 Rev.1,BM 2,PO SPC000027680,5437,2026-01-21,NFSe,1659,2026-02-02,SERVIÇO,Macaé,0,59277.04,1778.31,592.77,,889.16,385.30,,3645.54,55631.50,2726.74,1114.41,,1956.14,592.77,2963.85,9353.92,2026-03-19,Aguardando Pagamento,2026-01-23,DOCAGEM - previa ok,,2026-01-15,2026-01-21,DT,2026-02-02,2026-03-19
3302,GR,Transocean,P10.000,Contrato,Linha 3,PO 18900009316_1,5303,2025-12-09,NFSe,1571,2026-01-08,SERVIÇO,Macaé,0,169880.10,5096.40,1698.80,,2548.20,1104.22,3397.60,13845.23,156034.87,7814.48,3193.75,,5606.04,1698.80,5096.40,23409.48,2026-02-07,Aguardando Pagamento,2026-01-05,,,2025-12-01,2025-12-31,DT,2026-01-08,2026-02-09
3553,,PRIO,FPSO Frade,QT-5125 Rev.0,,PO 4600002895_0,,,DANFE,8593,2025-10-06,VENDA,,0,63402.58,,,,,,,,63402.58,4818.60,1825.99,12680.52,3043.32,1046.14,,23414.57,,Enviar NF,,,,2025-10-06,2025-10-06,,2025-10-06,1900-01-02
3633,MS,Etesco,Takatsugu J,QT-5273 Rev.0,Linha 1,PO CAP25-255,5357,2026-01-05,NFSe,1572,2026-01-08,SERVIÇO,Macaé,0,217609.96,6528.30,2176.10,23937.10,3264.15,1414.46,4352.20,41672.31,175937.65,,,,,,,,2026-02-07,PAGO,2026-01-07,,2026-02-13,2025-12-01,2025-12-27,,2026-01-08,2026-03-05
3589,VR,Trident,PPM1,QT-5171 Rev 3,SE 1000090203,PO 5100026411,5187,2025-10-28,NFSe,1460,2025-11-18,SERVIÇO,Macaé,0,8149.62,244.49,81.50,,122.24,52.97,,501.20,7648.42,374.88,153.21,,268.94,81.50,407.48,1286.01,2025-12-18,PAGO,2025-10-28,previa ok,2025-12-23,2025-10-08,2025-10-10,DT,,
3576,VR,Archerwell,Peregrino B,QT-5147 Rev 0,PR 004,PO 4504565504,5175,2025-10-22,FAT. LOC.,,,LOCAÇÃO,,0,,,,,,,,,,,,,,,,,,cancelado,2025-10-27,Cliente solicitou juntar tudo proforma de serviço.,,2025-10-08,2025-10-12,DT,2026-03-06,2026-04-06
3577,AS,Constellation,Base,QT-5080 Rev 0,,SPC000025421_1,5155,2025-11-03,NFSe,1453,2025-11-13,SERVIÇO,Macaé,0,30940.00,928.20,309.40,,464.10,201.11,,1902.81,29037.19,1423.24,581.67,,1021.02,309.40,1547.00,4882.33,2025-12-28,PAGO,2025-11-12,previa ok - relatorio de qualidade,2025-12-18,2025-10-09,2025-10-31,DT,2025-11-13,2026-04-20
3045,#N/A,Helix,SH1,QT-3983 Rev1,,PO 712011_0,5204,2025-07-18,FAT. LOC.,904,2025-11-13,LOCAÇÃO,Macae,0,9820.80,,,,,,,,9820.80,746.38,282.84,,471.40,162.04,,1662.66,2025-12-28,PAGO,2025-11-04,DOCAGEM - Previa OK - Aguardando Custo carro,2025-12-17,2025-10-10,2025-10-24,,,
3295,AJ,Foresea,Norbe VI,,ID 64834,PO1366049,5209,2025-12-01,NFSe,1502,2025-12-03,SERVIÇO,Macaé,0,173780.72,5213.42,1737.81,,2606.71,1129.57,,10687.51,163093.21,7993.91,3267.08,,5734.76,1737.81,8689.04,27422.60,2026-01-02,PAGO,2025-12-01,previa ok,2026-01-07,2025-11-01,2025-11-30,VC,2025-12-03,2026-05-04
3499,,SEA1,SH1,QT-4885 Rev0,,PO FBG765/25-8159_0,5121,2025-10-09,FAT. LOC.,2537,2025-12-01,LOCAÇÃO,Rio,0,30964.40,,,,,,,,30964.40,2353.29,891.77,,1486.29,510.91,,5242.27,2025-12-31,PAGO,2025-10-31,,2025-12-23,2025-10-10,2025-10-12,,,
3499,,SEA1,SH1,QT-4885 Rev0,,PO FBG765/25-8159_0,5121,2025-10-09,NFSe,3926,2025-12-01,SERVIÇO,Rio,0,37332.00,1119.96,373.32,,559.98,242.66,,2295.92,35036.08,1717.27,701.84,,1231.96,373.32,1866.60,5890.99,2025-12-31,PAGO,2025-10-31,,2025-12-23,2025-10-10,2025-10-12,,,
3502,,SEA1,SH1,QT-5015 Rev 0,,PO FBG765/25-8247_0,5122,2025-10-09,NFSe,3921,2025-11-18,SERVIÇO,Rio,0,74481.20,2234.44,744.81,,1117.22,484.13,,4580.59,69900.61,3426.14,1400.25,,2457.88,744.81,3724.06,11753.13,2025-12-16,PAGO,2025-10-31,DOCAGEM - previa ok,2025-12-15,2025-10-10,2025-10-18,,,
3502,,SEA1,SH1,QT-5015 Rev 0,,PO FBG765/25-8247_0,5122,2025-10-09,FAT. LOC.,2533,2025-11-18,LOCAÇÃO,Rio,0,25092.00,,,,,,,,25092.00,1906.99,722.65,,1204.42,414.02,,4248.08,2025-12-16,PAGO,2025-10-31,DOCAGEM - previa ok,2025-12-16,2025-10-10,2025-10-18,,,
3297,AJ,Foresea,ODN I,,ID 64841,PO1365981,5211,2025-12-01,NFSe,1496,2025-12-02,SERVIÇO,Macaé,0,173780.72,5213.42,1737.81,,2606.71,1129.57,,10687.51,163093.21,7993.91,3267.08,,5734.76,1737.81,8689.04,27422.60,2026-01-02,PAGO,2025-12-01,previa ok,2026-01-07,2025-11-01,2025-11-30,VC,2025-12-02,2026-05-04
3558,,Akofs Offshore,Akofs Santos,QT-5112 Rev.0/QT-5119 Rev.1,,2025-01332,5265,2025-12-01,FAT. LOC.,2543,2025-12-11,LOCAÇÃO,Rio,0,114804.48,,,,,,,,114804.48,8725.14,3306.37,,5510.62,1894.27,,19436.40,2026-01-10,PAGO,2025-12-05,previa ok,2026-01-07,2025-11-12,2025-11-27,,,
3543,,Helix,SH1,QT 5109 REV0,,PO 715543,5099,2025-10-10,NFSe,1449,2025-11-13,SERVIÇO,Macaé,0,48498.91,1454.97,484.99,,727.48,315.24,,2982.68,45516.23,2230.95,911.78,,1600.46,484.99,2424.95,7653.13,2025-12-28,PAGO,2025-10-31,DOCAGEM - Previa ok,2025-12-17,2025-10-10,2025-10-23,,,
3509,,SEA1,SH1,QT-5037 Rev 3,,PO FBG765 / 25-8258_0,5126,2025-10-10,FAT. LOC.,932,2025-12-01,LOCAÇÃO,Macae,0,71658.00,,,,,,,,71658.00,5446.01,2063.75,,3439.58,1182.36,,12131.70,2025-12-31,PAGO,2025-10-31,DOCAGEM - PREVIA OK,2025-12-23,2025-10-10,2025-10-24,,,
3509,,SEA1,SH1,QT-5037 Rev 3,,PO FBG765 / 25-8258_0,5126,2025-10-10,NFSe,1484,2025-12-01,SERVIÇO,Macaé,0,87906.60,2637.20,879.07,,1318.60,571.39,,5406.26,82500.34,4043.70,1652.64,,2900.92,879.07,4395.33,13871.66,2025-12-31,PAGO,2025-10-31,DOCAGEM - PREVIA OK,2025-12-23,2025-10-10,2025-10-24,,,
3552,,Subsea7,Deepwater Orion,QT-5082 Rev.0,,4300365904,5192,2025-10-23,NFSe,3923,2025-11-19,SERVIÇO,Rio,0,33441.77,1003.25,334.42,,501.63,217.37,,2056.67,31385.10,1538.32,628.71,,1103.58,334.42,1672.09,5277.11,2026-01-03,Aguardando Pagamento,,"WO3552 - Serviço realizado dentro da WO3304. - Faturamento do Material na linha de serviço - R$ 5781,77",,2025-10-10,2025-10-12,,2025-11-19,2026-01-05
3298,AS,Ventura,Victoria,QT- 3610 Rev.1,#2964,PO 25001743,5146,2025-11-03,NFSe,1416,2025-11-04,SERVIÇO,Macaé,0,73948.00,2218.44,739.48,,1109.22,480.66,1478.96,6026.76,67921.24,3401.61,1390.22,,2440.28,739.48,2218.44,10190.03,2025-12-04,PAGO,2025-11-03,previa ok,2025-12-04,2025-10-10,2025-10-23,DT,2025-11-04,2026-04-06
3436,AS,Ventura,Carolina,QT-4750 Rev.2,#3072,PO 25001557 OJ_1,5188,2025-10-22,NFSe,1474,2025-11-21,SERVIÇO,Macaé,0,198692.80,5960.78,1986.93,,2980.39,1291.50,3973.86,16193.46,182499.34,9139.87,3735.42,,6556.86,1986.93,5960.78,27379.87,2025-12-21,PAGO,2025-11-13,previa ok,2025-12-22,2025-10-12,2025-11-09,DT,2025-11-21,2026-04-06
3436,AS,Ventura,Carolina,QT-4750 Rev.2,#3073,PO 25001557 OJ_1,5188,2025-10-22,FAT. LOC.,920,2025-11-21,LOCAÇÃO,Macae,0,19557.97,,,,,,,,19557.97,1486.41,563.27,,938.78,322.71,,3311.16,2025-12-21,PAGO,2025-11-13,previa ok,2025-12-22,2025-10-12,2025-11-09,DT,2025-11-21,2026-04-06
3445,,Helix,SH2,QT-4912 Rev0,,715547,5161,2025-10-27,FAT. LOC.,916,2025-11-19,LOCAÇÃO,Macaé,0,9374.40,,,,,,,,9374.40,712.45,269.98,,449.97,154.68,,1587.09,2026-01-03,PAGO,2025-10-28,Previa ok,2025-12-17,2025-10-12,2025-10-25,,,
3383,AJ,Foresea,Norbe IX,QT-4789 Rev.0,ID 64812,PO 1356370_0,5273,2025-12-08,NFSe,1506,2025-12-04,SERVIÇO,Macaé,0,10837.52,325.13,108.38,,162.56,70.44,,666.51,10171.01,498.53,203.75,,357.64,108.38,541.88,1710.16,2026-01-03,PAGO,2025-12-01,previa ok,2026-01-07,2025-11-23,2025-11-27,VC,2025-12-04,2026-05-04
3488,GR,Transocean,Mykonos,QT-4964 Rev0,Linha 8,PO 18500007804_5,5165,2025-10-21,FAT. LOC.,913,2025-11-18,LOCAÇÃO,Macaé,0,10724.00,,,,,,,,10724.00,815.02,308.85,,514.75,176.95,,1815.57,2025-12-19,PAGO,2025-10-28,,2025-12-19,2025-10-13,2025-10-27,DT,2025-11-18,2026-04-06
3488,GR,Transocean,Mykonos,QT-4964 Rev0,Linha 7,PO 18500007804_5,5165,2025-10-21,NFSe,1465,2025-11-18,SERVIÇO,Macaé,0,96316.00,2889.48,963.16,,1444.74,626.05,1926.32,7849.75,88466.25,4430.54,1810.74,,3178.43,963.16,2889.48,13272.34,2025-12-19,PAGO,2025-10-28,,2025-12-19,2025-10-13,2025-10-27,DT,2025-11-18,2026-04-06
3633,MS,Etesco,Takatsugu J,QT-5273 Rev.0,Linha 2,PO CAP25-255,5357,2026-01-05,FAT. LOC.,980,2026-01-08,LOCAÇÃO,Macae,0,62100.00,,,,,,,,62100.00,,,,,,,,2026-02-07,PAGO,2026-01-07,,2026-02-13,2025-12-01,2025-12-27,,2026-01-08,2026-03-05
3580,,SEA1,SH1,QT-5158 Rev 0,,PO FBG765/25-8304,5172,2025-10-10,NFSe,,,SERVIÇO,,0,65016.00,1950.48,650.16,,975.24,422.60,,3998.48,61017.52,2990.74,1222.30,,2145.53,650.16,3250.80,10259.52,,cancelado,2025-10-31,DOCAGEM - previa ok - tivemos juntar esse periodo dentro wo 3503 DI 5127 conforme alinhado em reuniao SEA1 17/11,,2025-10-13,2025-10-16,,,
3580,,SEA1,SH1,QT-5158 Rev 0,,PO FBG765/25-8304,5172,2025-10-10,FAT. LOC.,,,LOCAÇÃO,,0,13467.60,,,,,,,,13467.60,1023.54,387.87,,646.44,222.22,,2280.06,,cancelado,2025-10-31,DOCAGEM - previa ok,,2025-10-13,2025-10-16,,,
3291,AS,Constellation,Brava Star,QT- 3380 Rev.2,,SPC000028269,5160,2025-10-28,NFSe,1439,2025-11-12,SERVIÇO,Macaé,0,85772.91,2573.19,857.73,,1286.59,557.52,,5275.03,80497.88,3945.55,1612.53,,2830.51,857.73,4288.65,13534.97,2025-12-27,PAGO,2025-10-30,previa ok,2025-12-18,2025-10-14,2025-10-28,DT,2025-11-12,2026-04-20
